State,Year,Quater,Total_Amount
ladakh,2020,3,10025849801.25
ladakh,2020,4,13343561437.5
ladakh,2021,1,11801037999.0
ladakh,2021,2,17127108421.5
ladakh,2021,3,26567817162.0
ladakh,2021,4,25842421599.0
ladakh,2022,1,24300490918.5
ladakh,2022,2,42519817596.0
ladakh,2022,3,43262390899.5
ladakh,2022,4,34733731234.5
ladakh,2023,1,46188254388.0
ladakh,2023,2,86293247328.0
ladakh,2023,3,99006869172.0
ladakh,2023,4,83315846076.0
ladakh,2024,1,73024690764.0
ladakh,2024,2,121508680332.0
ladakh,2024,3,151834458708.0
ladakh,2024,4,130253010432.0
lakshadweep,2018,1,23143333.845703125
lakshadweep,2018,2,74253713.66015625
lakshadweep,2018,3,52068387.6328125
lakshadweep,2018,4,53558565.32409668
lakshadweep,2019,1,105433567.359375
lakshadweep,2019,2,110910288.15234375
lakshadweep,2019,3,115821139.39453125
lakshadweep,2019,4,135238957.6259308
lakshadweep,2020,1,162028419.5625
lakshadweep,2020,2,203315062.3125
lakshadweep,2020,3,255682003.828125
lakshadweep,2020,4,361335824.015625
lakshadweep,2021,1,324513406.41796875
lakshadweep,2021,2,328601570.09765625
lakshadweep,2021,3,465637969.78125
lakshadweep,2021,4,611978214.3984375
lakshadweep,2022,1,659273184.65625
lakshadweep,2022,2,671155223.0625
lakshadweep,2022,3,570960115.03125
lakshadweep,2022,4,657766506.9609375
lakshadweep,2023,1,1023863496.0
lakshadweep,2023,2,1175849256.0
lakshadweep,2023,3,1134324696.0
lakshadweep,2023,4,1437976608.0
lakshadweep,2024,1,1560628584.0
lakshadweep,2024,2,1754554092.0
lakshadweep,2024,3,2308896960.0
lakshadweep,2024,4,2973080124.0
madhya-pradesh,2018,1,104179241280.0
madhya-pradesh,2018,2,191088979152.0
madhya-pradesh,2018,3,289796916048.0
madhya-pradesh,2018,4,406867296144.0
madhya-pradesh,2019,1,576843359064.0
madhya-pradesh,2019,2,820014784488.0
madhya-pradesh,2019,3,932115841824.0
madhya-pradesh,2019,4,1256255143824.0
madhya-pradesh,2020,1,1520847350232.0
madhya-pradesh,2020,2,1775064215280.0
madhya-pradesh,2020,3,2468420213088.0
madhya-pradesh,2020,4,3411301750080.0
madhya-pradesh,2021,1,4122407469888.0
madhya-pradesh,2021,2,5106009069888.0
madhya-pradesh,2021,3,6052951343424.0
madhya-pradesh,2021,4,7882649880384.0
madhya-pradesh,2022,1,8971981854528.0
madhya-pradesh,2022,2,10404297091776.0
madhya-pradesh,2022,3,12394901987136.0
madhya-pradesh,2022,4,15635997910656.0
madhya-pradesh,2023,1,12744318842304.0
madhya-pradesh,2023,2,14429291311104.0
madhya-pradesh,2023,3,14853863943936.0
madhya-pradesh,2023,4,17118034500864.0
madhya-pradesh,2024,1,19505042227968.0
madhya-pradesh,2024,2,21356158692480.0
madhya-pradesh,2024,3,21132989608704.0
madhya-pradesh,2024,4,24039660369792.0
maharashtra,2018,1,260539362960.0
maharashtra,2018,2,436284679584.0
maharashtra,2018,3,627129813600.0
maharashtra,2018,4,954227236704.0
maharashtra,2019,1,1337048265264.0
maharashtra,2019,2,1839533683056.0
maharashtra,2019,3,2395410021504.0
maharashtra,2019,4,3275933094336.0
maharashtra,2020,1,3839942471904.0
maharashtra,2020,2,3556314252672.0
maharashtra,2020,3,5283684893952.0
maharashtra,2020,4,7465866422784.0
maharashtra,2021,1,9238648190592.0
maharashtra,2021,2,10981380811776.0
maharashtra,2021,3,13911087444480.0
maharashtra,2021,4,17704302152448.0
maharashtra,2022,1,20176791809280.0
maharashtra,2022,2,24075268329984.0
maharashtra,2022,3,23370950850048.0
maharashtra,2022,4,26525650292736.0
maharashtra,2023,1,28347430920192.0
maharashtra,2023,2,31272055021056.0
maharashtra,2023,3,33026066574336.0
maharashtra,2023,4,37176179665920.0
maharashtra,2024,1,40474787024640.0
maharashtra,2024,2,42878273237760.0
maharashtra,2024,3,44247223001088.0
maharashtra,2024,4,49812343136256.0
manipur,2018,1,1536554116.875
manipur,2018,2,3038516688.0
manipur,2018,3,4599974761.5
manipur,2018,4,7268202777.0
manipur,2019,1,7918776731.0625
manipur,2019,2,8673479382.1875
manipur,2019,3,10362624006.375
manipur,2019,4,14410772406.1875
manipur,2020,1,31183083452.625
manipur,2020,2,38387233320.0
manipur,2020,3,55391714256.0
manipur,2020,4,67226696082.0
manipur,2021,1,84843451584.0
manipur,2021,2,94677937590.0
manipur,2021,3,124882337772.0
manipur,2021,4,151901661978.0
manipur,2022,1,169734006426.0
manipur,2022,2,179074924434.0
manipur,2022,3,184577164182.0
manipur,2022,4,187511484402.0
manipur,2023,1,103026770676.0
manipur,2023,2,53566519872.0
manipur,2023,3,43299438552.0
manipur,2023,4,81603901440.0
manipur,2024,1,110915681112.0
manipur,2024,2,130776005316.0
manipur,2024,3,140058207012.0
manipur,2024,4,144740501244.0
meghalaya,2018,1,795003109.5
meghalaya,2018,2,1404056004.75
meghalaya,2018,3,2518243857.75
meghalaya,2018,4,4051028117.25
meghalaya,2019,1,4788445896.796875
meghalaya,2019,2,5915175294.0
meghalaya,2019,3,7346623370.25
meghalaya,2019,4,8909237578.59375
meghalaya,2020,1,13441618114.5
meghalaya,2020,2,13844822025.0
meghalaya,2020,3,14844707895.0
meghalaya,2020,4,21650910369.0
meghalaya,2021,1,24666183384.0
meghalaya,2021,2,26323407411.0
meghalaya,2021,3,33228006654.0
meghalaya,2021,4,46185186108.0
meghalaya,2022,1,55948060821.0
meghalaya,2022,2,63377896719.0
meghalaya,2022,3,115239611646.0
meghalaya,2022,4,107958496722.0
meghalaya,2023,1,121018089732.0
meghalaya,2023,2,133014081552.0
meghalaya,2023,3,136879591392.0
meghalaya,2023,4,166476705648.0
meghalaya,2024,1,187551656820.0
meghalaya,2024,2,201535371648.0
meghalaya,2024,3,195515475936.0
meghalaya,2024,4,236099132712.0
mizoram,2018,1,542726623.5
mizoram,2018,2,1002100912.03125
mizoram,2018,3,1399208856.609375
mizoram,2018,4,2285122299.703125
mizoram,2019,1,2617930797.234375
mizoram,2019,2,2976200452.5703125
mizoram,2019,3,3345526848.0
mizoram,2019,4,4424272160.5078125
mizoram,2020,1,4704930815.25
mizoram,2020,2,5486321278.875
mizoram,2020,3,8495329858.5
mizoram,2020,4,11838265294.5
mizoram,2021,1,13213267351.5
mizoram,2021,2,13474493649.0
mizoram,2021,3,17684983122.0
mizoram,2021,4,21247988239.5
mizoram,2022,1,23341908358.5
mizoram,2022,2,24038238452.25
mizoram,2022,3,23355187572.0
mizoram,2022,4,24454933065.0
mizoram,2023,1,35467473804.0
mizoram,2023,2,38301680004.0
mizoram,2023,3,37273562436.0
mizoram,2023,4,42490081848.0
mizoram,2024,1,43561159344.0
mizoram,2024,2,45581732244.0
mizoram,2024,3,47086659924.0
mizoram,2024,4,53533954764.0
nagaland,2018,1,936070668.0
nagaland,2018,2,1839906894.1875
nagaland,2018,3,2901512879.90625
nagaland,2018,4,4656161446.875
nagaland,2019,1,5303300475.28125
nagaland,2019,2,6240800070.0
nagaland,2019,3,7811477665.125
nagaland,2019,4,10014445414.875
nagaland,2020,1,10737360124.875
nagaland,2020,2,13652093883.75
nagaland,2020,3,24115789995.0
nagaland,2020,4,33277019838.75
nagaland,2021,1,37289405874.0
nagaland,2021,2,37875527596.5
nagaland,2021,3,47849003557.5
nagaland,2021,4,59269008480.0
nagaland,2022,1,66539418489.0
nagaland,2022,2,68883422967.0
nagaland,2022,3,64372804509.0
nagaland,2022,4,83639598292.5
nagaland,2023,1,93772774248.0
nagaland,2023,2,96256791708.0
nagaland,2023,3,103395597768.0
nagaland,2023,4,116094904284.0
nagaland,2024,1,120538983744.0
nagaland,2024,2,132154954740.0
nagaland,2024,3,147375788316.0
nagaland,2024,4,167509187820.0
odisha,2018,1,55531587216.0
odisha,2018,2,101859727200.0
odisha,2018,3,277134179904.0
odisha,2018,4,281158428672.0
odisha,2019,1,425125523280.0
odisha,2019,2,537058238640.0
odisha,2019,3,687654926376.0
odisha,2019,4,957232519488.0
odisha,2020,1,1103481539568.0
odisha,2020,2,1100796394512.0
odisha,2020,3,1469567371248.0
odisha,2020,4,2139631931904.0
odisha,2021,1,2560772879808.0
odisha,2021,2,2950369498368.0
odisha,2021,3,3645368614560.0
odisha,2021,4,4623012591360.0
odisha,2022,1,5414727830400.0
odisha,2022,2,6120420235968.0
odisha,2022,3,6774546592416.0
odisha,2022,4,7826604871296.0
odisha,2023,1,9047627365248.0
odisha,2023,2,9591984606912.0
odisha,2023,3,10083579982080.0
odisha,2023,4,11745502460160.0
odisha,2024,1,13876664703744.0
odisha,2024,2,13978071621888.0
odisha,2024,3,14126807084352.0
odisha,2024,4,15665491098240.0
puducherry,2018,1,1989911705.25
puducherry,2018,2,3429613445.25
puducherry,2018,3,5011896787.875
puducherry,2018,4,7508299761.75
puducherry,2019,1,10877676117.75
puducherry,2019,2,14537362746.75
puducherry,2019,3,17528499622.5
puducherry,2019,4,23184339412.5
puducherry,2020,1,26463329592.75
puducherry,2020,2,23520371275.5
puducherry,2020,3,43176961473.0
puducherry,2020,4,59166314415.0
puducherry,2021,1,70791715884.0
puducherry,2021,2,77986013868.0
puducherry,2021,3,104759692566.0
puducherry,2021,4,125083821840.0
puducherry,2022,1,145001692242.0
puducherry,2022,2,165344945484.0
puducherry,2022,3,130251813312.0
puducherry,2022,4,133706457198.0
puducherry,2023,1,170668658700.0
puducherry,2023,2,184640802876.0
puducherry,2023,3,197333895888.0
puducherry,2023,4,204294122364.0
puducherry,2024,1,208637776008.0
puducherry,2024,2,218904121356.0
puducherry,2024,3,234420056196.0
puducherry,2024,4,239584714728.0
punjab,2018,1,33369099360.0
punjab,2018,2,56216065536.0
punjab,2018,3,84788243028.0
punjab,2018,4,129383789796.0
punjab,2019,1,162893874528.0
punjab,2019,2,223377524934.0
punjab,2019,3,274869775434.0
punjab,2019,4,359877613026.0
punjab,2020,1,376490227860.0
punjab,2020,2,363415851672.0
punjab,2020,3,481477094256.0
punjab,2020,4,645304876608.0
punjab,2021,1,704290655376.0
punjab,2021,2,834372714576.0
punjab,2021,3,1031910715152.0
punjab,2021,4,1328521489824.0
punjab,2022,1,1420679767776.0
punjab,2022,2,1648145168256.0
punjab,2022,3,1791833363712.0
punjab,2022,4,2017289110848.0
punjab,2023,1,2106104100576.0
punjab,2023,2,2330178878496.0
punjab,2023,3,2462707080864.0
punjab,2023,4,2773673573568.0
punjab,2024,1,2679641084256.0
punjab,2024,2,2933220427008.0
punjab,2024,3,3073393811712.0
punjab,2024,4,3469507748544.0
rajasthan,2018,1,107115514704.0
rajasthan,2018,2,186709032960.0
rajasthan,2018,3,288489217128.0
rajasthan,2018,4,454909031664.0
rajasthan,2019,1,733693877328.0
rajasthan,2019,2,1069287749664.0
rajasthan,2019,3,1349619522768.0
rajasthan,2019,4,1913428946688.0
rajasthan,2020,1,2283698805504.0
rajasthan,2020,2,2325159321984.0
rajasthan,2020,3,3524139666336.0
rajasthan,2020,4,4632417219456.0
rajasthan,2021,1,5897910923904.0
rajasthan,2021,2,6740433049920.0
rajasthan,2021,3,8526136051392.0
rajasthan,2021,4,10847212917696.0
rajasthan,2022,1,12264602299968.0
rajasthan,2022,2,13834002613824.0
rajasthan,2022,3,14861870929536.0
rajasthan,2022,4,17483479612800.0
rajasthan,2023,1,18658959873024.0
rajasthan,2023,2,20381467551360.0
rajasthan,2023,3,21602704734720.0
rajasthan,2023,4,24796555528704.0
rajasthan,2024,1,28206002587776.0
rajasthan,2024,2,29965133984256.0
rajasthan,2024,3,29667093203712.0
rajasthan,2024,4,33516592263936.0
sikkim,2018,1,775811258.34375
sikkim,2018,2,1724317021.5
sikkim,2018,3,2820962628.5625
sikkim,2018,4,4597696469.25
sikkim,2019,1,5495923616.8125
sikkim,2019,2,8866730772.75
sikkim,2019,3,10616597116.5
sikkim,2019,4,14118114490.125
sikkim,2020,1,12641715558.5625
sikkim,2020,2,12655425342.75
sikkim,2020,3,16811120716.5
sikkim,2020,4,23031310206.0
sikkim,2021,1,26612012580.0
sikkim,2021,2,29098794687.0
sikkim,2021,3,35872042887.0
sikkim,2021,4,50361399432.0
sikkim,2022,1,52409176191.0
sikkim,2022,2,67333270311.0
sikkim,2022,3,61954567572.0
sikkim,2022,4,77500623288.0
sikkim,2023,1,81150814464.0
sikkim,2023,2,102964205664.0
sikkim,2023,3,97286850960.0
sikkim,2023,4,103087300404.0
sikkim,2024,1,113468656752.0
sikkim,2024,2,135558219432.0
sikkim,2024,3,126837951984.0
sikkim,2024,4,151693211904.0
tamil-nadu,2018,1,135138689784.0
tamil-nadu,2018,2,241510126656.0
tamil-nadu,2018,3,351961103328.0
tamil-nadu,2018,4,519624881472.0
tamil-nadu,2019,1,674448465240.0
tamil-nadu,2019,2,770492115192.0
tamil-nadu,2019,3,947515297704.0
tamil-nadu,2019,4,1238290391232.0
tamil-nadu,2020,1,1398836259984.0
tamil-nadu,2020,2,1149918100464.0
tamil-nadu,2020,3,1726097006592.0
tamil-nadu,2020,4,2477678366976.0
tamil-nadu,2021,1,2984017625280.0
tamil-nadu,2021,2,3161848139904.0
tamil-nadu,2021,3,4382487801792.0
tamil-nadu,2021,4,5324687459712.0
tamil-nadu,2022,1,6153470537856.0
tamil-nadu,2022,2,7081616789760.0
tamil-nadu,2022,3,7582550577600.0
tamil-nadu,2022,4,8108275841664.0
tamil-nadu,2023,1,8587003934592.0
tamil-nadu,2023,2,9316350540096.0
tamil-nadu,2023,3,9997263581568.0
tamil-nadu,2023,4,10474448129856.0
tamil-nadu,2024,1,10966333740480.0
tamil-nadu,2024,2,11821814156928.0
tamil-nadu,2024,3,12609354965376.0
tamil-nadu,2024,4,13051594726656.0
telangana,2018,1,159698450736.0
telangana,2018,2,276206427360.0
telangana,2018,3,384361109520.0
telangana,2018,4,594109082688.0
telangana,2019,1,1146279182448.0
telangana,2019,2,1868117266368.0
telangana,2019,3,2423160222000.0
telangana,2019,4,3368961269400.0
telangana,2020,1,4456125301248.0
telangana,2020,2,3858382234176.0
telangana,2020,3,6071533740480.0
telangana,2020,4,8356205174400.0
telangana,2021,1,9592311015168.0
telangana,2021,2,12335499969408.0
telangana,2021,3,14139469920384.0
telangana,2021,4,17565097546368.0
telangana,2022,1,20047658449152.0
telangana,2022,2,23416974739584.0
telangana,2022,3,32475909722112.0
telangana,2022,4,35739031901952.0
telangana,2023,1,28470979931904.0
telangana,2023,2,32377799074176.0
telangana,2023,3,34442433644160.0
telangana,2023,4,37397008508544.0
telangana,2024,1,38445230650368.0
telangana,2024,2,41538510698496.0
telangana,2024,3,42615804017664.0
telangana,2024,4,46308605452032.0
tripura,2018,1,1655746944.75
tripura,2018,2,2842700596.5
tripura,2018,3,5446360620.0
tripura,2018,4,7498626921.75
tripura,2019,1,9082739065.125
tripura,2019,2,10101858064.125
tripura,2019,3,12208529040.0
tripura,2019,4,14584801837.875
tripura,2020,1,19065345348.0
tripura,2020,2,21230111082.0
tripura,2020,3,28101834957.0
tripura,2020,4,38185571103.0
tripura,2021,1,40024100031.0
tripura,2021,2,41617851231.0
tripura,2021,3,52369604538.0
tripura,2021,4,65963155530.0
tripura,2022,1,74967954576.0
tripura,2022,2,82539251958.0
tripura,2022,3,103780233612.0
tripura,2022,4,125435661762.0
tripura,2023,1,159459393624.0
tripura,2023,2,167029566840.0
tripura,2023,3,182990684040.0
tripura,2023,4,201838758660.0
tripura,2024,1,213026276856.0
tripura,2024,2,217649163744.0
tripura,2024,3,239386157508.0
tripura,2024,4,268918868256.0
uttar-pradesh,2018,1,167279650752.0
uttar-pradesh,2018,2,308642425536.0
uttar-pradesh,2018,3,444145380768.0
uttar-pradesh,2018,4,661160943072.0
uttar-pradesh,2019,1,918290172576.0
uttar-pradesh,2019,2,1187010238224.0
uttar-pradesh,2019,3,1335217645248.0
uttar-pradesh,2019,4,1746467080224.0
uttar-pradesh,2020,1,2068997241552.0
uttar-pradesh,2020,2,2144928141504.0
uttar-pradesh,2020,3,2984279539392.0
uttar-pradesh,2020,4,4289145826368.0
uttar-pradesh,2021,1,4755451243584.0
uttar-pradesh,2021,2,5786069830848.0
uttar-pradesh,2021,3,6684970081152.0
uttar-pradesh,2021,4,9286691621376.0
uttar-pradesh,2022,1,10597477856256.0
uttar-pradesh,2022,2,12810182301696.0
uttar-pradesh,2022,3,13456440799104.0
uttar-pradesh,2022,4,16516545964800.0
uttar-pradesh,2023,1,19643234972928.0
uttar-pradesh,2023,2,22039464307968.0
uttar-pradesh,2023,3,22340979959040.0
uttar-pradesh,2023,4,27089294200320.0
uttar-pradesh,2024,1,29730516473088.0
uttar-pradesh,2024,2,32450679755520.0
uttar-pradesh,2024,3,32609701976064.0
uttar-pradesh,2024,4,38569278411264.0
uttarakhand,2018,1,18102544878.0
uttarakhand,2018,2,32157065628.0
uttarakhand,2018,3,44718875496.0
uttarakhand,2018,4,67851264588.0
uttarakhand,2019,1,86202349947.0
uttarakhand,2019,2,103062396702.0
uttarakhand,2019,3,116748384648.0
uttarakhand,2019,4,150884471454.0
uttarakhand,2020,1,193896961392.0
uttarakhand,2020,2,193130254344.0
uttarakhand,2020,3,265242121728.0
uttarakhand,2020,4,381512859840.0
uttarakhand,2021,1,435458283408.0
uttarakhand,2021,2,491889802032.0
uttarakhand,2021,3,606329948496.0
uttarakhand,2021,4,793777316784.0
uttarakhand,2022,1,851745403824.0
uttarakhand,2022,2,1059760459968.0
uttarakhand,2022,3,1111695109200.0
uttarakhand,2022,4,1385952558048.0
uttarakhand,2023,1,1286158933344.0
uttarakhand,2023,2,1608874475904.0
uttarakhand,2023,3,1545148788816.0
uttarakhand,2023,4,1777001338704.0
uttarakhand,2024,1,1803322087536.0
uttarakhand,2024,2,2167354994880.0
uttarakhand,2024,3,2080978447200.0
uttarakhand,2024,4,2338905457152.0
west-bengal,2018,1,127511740416.0
west-bengal,2018,2,223550204352.0
west-bengal,2018,3,502127234880.0
west-bengal,2018,4,485875408128.0
west-bengal,2019,1,601976072256.0
west-bengal,2019,2,685268280576.0
west-bengal,2019,3,846486407232.0
west-bengal,2019,4,1058443314912.0
west-bengal,2020,1,1159839633552.0
west-bengal,2020,2,1201193183712.0
west-bengal,2020,3,1881760320192.0
west-bengal,2020,4,2389985874816.0
west-bengal,2021,1,2915246450688.0
west-bengal,2021,2,3353217849408.0
west-bengal,2021,3,4349484851328.0
west-bengal,2021,4,5546616267648.0
west-bengal,2022,1,6617119990272.0
west-bengal,2022,2,7782902225280.0
west-bengal,2022,3,8456999041920.0
west-bengal,2022,4,9453307942080.0
west-bengal,2023,1,10762598524800.0
west-bengal,2023,2,12111781288320.0
west-bengal,2023,3,12858583319424.0
west-bengal,2023,4,14992739961600.0
west-bengal,2024,1,17064305530752.0
west-bengal,2024,2,18568125850368.0
west-bengal,2024,3,19291725651840.0
west-bengal,2024,4,21721199562240.0
